applicant_id,credit_score,debt_to_income_ratio,credit_utilization_ratio,late_payments_24m,annual_income,years_employed,requested_credit_limit,total_credit_exposure,disposable_income,product_type,dti_flag,utilization_flag,late_payment_flag,credit_score_flag,risk_indicator_count,risk_segment,requested_exposure,broad_policy,balanced_policy,strict_policy
102679,629,0.226,0.2437,0,40100.0,8.0,32211.37,15381.95,1060.76,Personal Loan,0,0,0,0,0,Low Indicator,32211.37,True,True,True
102680,613,0.212,0.1798,0,67400.0,8.3,32046.77,15106.77,2016.28,Credit Card,0,0,0,0,0,Low Indicator,32046.77,True,True,True
102681,614,0.278,0.1283,0,14100.0,0.0,52700.84,10634.99,329.7,Credit Card,0,0,0,0,0,Low Indicator,52700.84,True,True,True
102682,602,0.348,0.346,0,71200.0,3.3,60342.76,51137.55,902.16,Personal Loan,0,0,0,0,0,Low Indicator,60342.76,True,True,True
102683,656,0.195,0.1505,0,176800.0,16.4,136887.45,83228.83,2820.55,Personal Loan,0,0,0,0,0,Low Indicator,136887.45,True,True,True
102684,668,0.217,0.1058,0,37000.0,0.0,80881.17,10459.81,1136.03,Credit Card,0,0,0,0,0,Low Indicator,80881.17,True,True,True
102685,736,0.197,0.1797,0,53500.0,7.6,111355.45,16005.55,845.06,Credit Card,0,0,0,0,0,Low Indicator,111355.45,True,True,True
102686,669,0.171,0.1955,0,71600.0,6.4,23327.69,12528.33,2974.35,Personal Loan,0,0,0,0,0,Low Indicator,23327.69,True,True,True
102687,768,0.112,0.0704,0,30800.0,0.0,31373.87,5252.61,1027.14,Credit Card,0,0,0,0,0,Low Indicator,31373.87,True,True,True
102688,605,0.086,0.1397,0,115300.0,4.2,36893.69,25240.42,3660.53,Credit Card,0,0,0,0,0,Low Indicator,36893.69,True,True,True
102689,564,0.27,0.2294,0,94300.0,9.0,67030.14,62327.49,754.06,Personal Loan,0,0,0,1,1,Moderate Indicator,67030.14,True,True,False
102690,701,0.346,0.1501,0,49700.0,3.4,81784.44,45951.52,608.19,Credit Card,0,0,0,0,0,Low Indicator,81784.44,True,True,True
102691,751,0.263,0.3175,0,35500.0,14.8,56769.45,29117.88,583.62,Credit Card,0,0,0,0,0,Low Indicator,56769.45,True,True,True
102692,695,0.163,0.0945,0,59800.0,0.6,107922.53,12590.64,1406.22,Credit Card,0,0,0,0,0,Low Indicator,107922.53,True,True,True
102693,744,0.326,0.2994,0,59800.0,1.2,84151.08,35089.27,328.07,Credit Card,0,0,0,0,0,Low Indicator,84151.08,True,True,True
102694,661,0.15,0.207,0,65200.0,2.7,83146.68,20270.86,1170.94,Personal Loan,0,0,0,0,0,Low Indicator,83146.68,True,True,True
102695,727,0.244,0.4262,0,88600.0,21.1,26094.06,48305.04,2375.62,Credit Card,0,0,0,0,0,Low Indicator,26094.06,True,True,True
102696,636,0.301,0.2449,0,123500.0,5.3,67386.46,81349.22,1115.55,Credit Card,0,0,0,0,0,Low Indicator,67386.46,True,True,True
102697,644,0.206,0.0994,0,46100.0,15.1,104911.53,10439.98,669.22,Credit Card,0,0,0,0,0,Low Indicator,104911.53,True,True,True
102698,550,0.321,0.2247,1,16100.0,0.0,103019.41,7634.37,318.84,Credit Card,0,0,0,1,1,Moderate Indicator,103019.41,True,True,False
102699,677,0.301,0.2147,0,34100.0,0.2,83126.05,16559.1,459.32,Credit Card,0,0,0,0,0,Low Indicator,83126.05,True,True,True
102700,712,0.298,0.0397,0,39900.0,7.9,53957.39,22884.27,989.85,Credit Card,0,0,0,0,0,Low Indicator,53957.39,True,True,True
102701,597,0.191,0.0991,0,87600.0,2.0,96875.91,33081.49,3123.1,Credit Card,0,0,0,0,0,Low Indicator,96875.91,True,True,True
102702,658,0.092,0.2274,0,24000.0,3.0,105065.38,6649.66,1003.53,Credit Card,0,0,0,0,0,Low Indicator,105065.38,True,True,True
102703,616,0.168,0.3734,0,57900.0,0.0,18699.68,33102.79,2420.32,Credit Card,0,0,0,0,0,Low Indicator,18699.68,True,True,True
102704,684,0.418,0.2672,0,31400.0,7.1,56502.78,33966.39,97.3,Credit Card,0,0,0,0,0,Low Indicator,56502.78,True,True,True
102705,607,0.251,0.1404,0,49900.0,11.3,22444.98,26635.53,678.67,Credit Card,0,0,0,0,0,Low Indicator,22444.98,True,True,True
102706,632,0.324,0.3295,0,43700.0,0.6,17031.24,17253.97,1090.25,Credit Card,0,0,0,0,0,Low Indicator,17031.24,True,True,True
102707,660,0.217,0.3195,0,24600.0,5.8,52822.25,12723.82,964.64,Credit Card,0,0,0,0,0,Low Indicator,52822.25,True,True,True
102708,646,0.095,0.1422,0,70800.0,1.8,82251.73,14899.4,2966.23,Credit Card,0,0,0,0,0,Low Indicator,82251.73,True,True,True
102709,650,0.338,0.3013,0,35300.0,24.7,18267.04,16466.18,264.34,Credit Card,0,0,0,0,0,Low Indicator,18267.04,True,True,True
102710,691,0.214,0.3186,0,61100.0,0.3,24285.19,32158.78,1646.62,Personal Loan,0,0,0,0,0,Low Indicator,24285.19,True,True,True
102711,646,0.365,0.2859,0,125700.0,4.5,99608.38,83501.33,211.85,Credit Card,0,0,0,0,0,Low Indicator,99608.38,True,True,True
102712,703,0.225,0.1622,0,35200.0,10.9,33150.77,16543.53,1182.05,Personal Loan,0,0,0,0,0,Low Indicator,33150.77,True,True,True
102713,673,0.359,0.2159,0,70200.0,8.1,41897.58,42566.51,544.85,Personal Loan,0,0,0,0,0,Low Indicator,41897.58,True,True,True
102714,675,0.226,0.1191,0,38800.0,4.8,32608.44,16909.83,675.07,Credit Card,0,0,0,0,0,Low Indicator,32608.44,True,True,True
102715,709,0.166,0.137,0,26800.0,11.8,77251.41,9400.35,557.25,Credit Card,0,0,0,0,0,Low Indicator,77251.41,True,True,True
102716,600,0.199,0.2595,0,112000.0,23.6,40280.73,25088.52,2328.32,Credit Card,0,0,0,0,0,Low Indicator,40280.73,True,True,True
102717,640,0.273,0.2142,0,20500.0,0.6,27399.03,13761.54,213.54,Credit Card,0,0,0,0,0,Low Indicator,27399.03,True,True,True
102718,730,0.252,0.1038,0,64300.0,0.5,21419.04,23364.39,2268.88,Credit Card,0,0,0,0,0,Low Indicator,21419.04,True,True,True
102719,601,0.0,0.1773,0,15800.0,0.0,102939.03,1106.71,667.91,Credit Card,0,0,0,0,0,Low Indicator,102939.03,True,True,True
102720,554,0.32,0.3342,0,39500.0,1.7,109558.04,43649.88,870.67,Personal Loan,0,0,0,1,1,Moderate Indicator,109558.04,True,True,False
102721,576,0.348,0.2402,0,43800.0,12.6,60495.93,48925.78,-43.76,Credit Card,0,0,0,1,1,Moderate Indicator,60495.93,True,True,False
102722,549,0.493,0.2913,0,29000.0,0.0,102734.28,38667.26,143.12,Personal Loan,0,0,0,1,1,Moderate Indicator,102734.28,True,True,False
102723,668,0.367,0.3777,0,79800.0,1.4,26642.03,49018.15,323.14,Personal Loan,0,0,0,0,0,Low Indicator,26642.03,True,True,True
102724,563,0.367,0.3541,0,67300.0,2.3,60824.18,39783.91,128.84,Credit Card,0,0,0,1,1,Moderate Indicator,60824.18,True,True,False
102725,619,0.299,0.2834,0,44100.0,14.3,60055.67,29153.39,1162.65,Credit Line,0,0,0,0,0,Low Indicator,60055.67,True,True,True
102726,570,0.389,0.3806,0,38000.0,8.1,78219.25,25452.61,629.57,Credit Line,0,0,0,1,1,Moderate Indicator,78219.25,True,True,False
102727,659,0.317,0.3391,0,45500.0,0.3,82471.49,25947.17,1047.52,Credit Card,0,0,0,0,0,Low Indicator,82471.49,True,True,True
102728,704,0.083,0.1656,0,50000.0,28.1,107111.48,11519.93,2376.37,Credit Card,0,0,0,0,0,Low Indicator,107111.48,True,True,True
102729,677,0.228,0.2494,0,43800.0,1.4,17283.12,27076.46,987.9,Credit Card,0,0,0,0,0,Low Indicator,17283.12,True,True,True
102730,645,0.359,0.2674,0,49000.0,4.0,60192.48,27608.81,962.12,Credit Card,0,0,0,0,0,Low Indicator,60192.48,True,True,True
102731,620,0.091,0.3357,0,90700.0,1.6,28379.32,18241.12,4188.33,Credit Card,0,0,0,0,0,Low Indicator,28379.32,True,True,True
102732,717,0.216,0.2493,0,42400.0,1.9,105153.63,20848.52,1707.15,Credit Card,0,0,0,0,0,Low Indicator,105153.63,True,True,True
102733,684,0.138,0.2198,0,36600.0,0.4,53991.6,13623.42,1607.97,Credit Card,0,0,0,0,0,Low Indicator,53991.6,True,True,True
102734,710,0.119,0.3355,0,63600.0,6.5,111051.36,14758.4,2438.97,Personal Loan,0,0,0,0,0,Low Indicator,111051.36,True,True,True
102735,641,0.189,0.2206,0,38500.0,4.6,58142.4,9111.62,1011.76,Credit Card,0,0,0,0,0,Low Indicator,58142.4,True,True,True
102736,627,0.103,0.1542,0,49000.0,6.6,112242.49,10432.67,2094.36,Credit Card,0,0,0,0,0,Low Indicator,112242.49,True,True,True
102737,663,0.271,0.0585,0,30400.0,2.8,52534.71,14962.13,219.3,Credit Card,0,0,0,0,0,Low Indicator,52534.71,True,True,True
102738,684,0.261,0.194,0,56400.0,12.0,82457.07,30250.67,1808.08,Personal Loan,0,0,0,0,0,Low Indicator,82457.07,True,True,True
102739,747,0.185,0.2209,0,26400.0,0.0,55845.05,13891.59,981.84,Credit Card,0,0,0,0,0,Low Indicator,55845.05,True,True,True
102740,752,0.295,0.3172,0,36100.0,19.4,31133.84,25026.85,807.78,Credit Card,0,0,0,0,0,Low Indicator,31133.84,True,True,True
102741,685,0.275,0.232,0,42000.0,10.7,104224.34,24462.11,1374.85,Personal Loan,0,0,0,0,0,Low Indicator,104224.34,True,True,True
102742,744,0.02,0.087,0,47100.0,4.7,30640.08,2279.41,1299.58,Credit Card,0,0,0,0,0,Low Indicator,30640.08,True,True,True
102743,679,0.173,0.2337,0,68900.0,0.0,19925.8,20590.88,1577.43,Personal Loan,0,0,0,0,0,Low Indicator,19925.8,True,True,True
102744,593,0.266,0.0885,0,43700.0,1.6,110910.12,13927.72,1280.74,Credit Card,0,0,0,0,0,Low Indicator,110910.12,True,True,True
102745,629,0.275,0.3364,0,68700.0,0.0,112193.27,37358.57,366.68,Credit Card,0,0,0,0,0,Low Indicator,112193.27,True,True,True
102746,570,0.24,0.3367,0,62100.0,7.2,34433.2,37070.34,1228.7,Personal Loan,0,0,0,1,1,Moderate Indicator,34433.2,True,True,False
102747,664,0.17,0.0608,0,17700.0,0.0,13520.41,5225.55,402.27,Personal Loan,0,0,0,0,0,Low Indicator,13520.41,True,True,True
102748,690,0.287,0.1686,0,32800.0,0.0,104551.9,24027.48,849.88,Personal Loan,0,0,0,0,0,Low Indicator,104551.9,True,True,True
102749,668,0.342,0.2809,0,61500.0,4.2,58420.56,51872.83,1264.13,Credit Card,0,0,0,0,0,Low Indicator,58420.56,True,True,True
102750,608,0.236,0.3618,0,90000.0,6.8,59467.75,54499.07,2338.73,Personal Loan,0,0,0,0,0,Low Indicator,59467.75,True,True,True
102751,674,0.206,0.2077,0,47300.0,1.0,58257.04,25176.61,1332.38,Credit Card,0,0,0,0,0,Low Indicator,58257.04,True,True,True
102752,666,0.223,0.2482,0,48300.0,0.0,20619.46,25061.12,533.66,Personal Loan,0,0,0,0,0,Low Indicator,20619.46,True,True,True
102753,683,0.36,0.2783,0,83200.0,5.5,89009.04,62546.02,2355.52,Personal Loan,0,0,0,0,0,Low Indicator,89009.04,True,True,True
102754,604,0.319,0.1215,0,17800.0,0.0,14419.94,11667.47,466.7,Credit Card,0,0,0,0,0,Low Indicator,14419.94,True,True,True
102755,701,0.351,0.2281,0,33000.0,5.7,31252.87,18002.79,278.94,Credit Card,0,0,0,0,0,Low Indicator,31252.87,True,True,True
102756,706,0.226,0.1571,0,13800.0,0.0,27394.01,7682.32,280.62,Credit Card,0,0,0,0,0,Low Indicator,27394.01,True,True,True
102757,568,0.372,0.2804,0,81900.0,0.2,113734.58,36154.8,1319.83,Credit Card,0,0,0,1,1,Moderate Indicator,113734.58,True,True,False
102758,570,0.232,0.165,0,30200.0,1.5,12912.29,10478.13,962.4,Credit Card,0,0,0,1,1,Moderate Indicator,12912.29,True,True,False
102759,685,0.462,0.2912,0,50300.0,0.0,22418.97,78471.63,368.81,Credit Card,0,0,0,0,0,Low Indicator,22418.97,True,True,True
102760,569,0.446,0.2796,0,100300.0,0.9,47784.1,95993.53,2046.86,Credit Card,0,0,0,1,1,Moderate Indicator,47784.1,True,True,False
102761,740,0.323,0.2494,0,78900.0,0.0,83600.34,34759.99,898.04,Credit Card,0,0,0,0,0,Low Indicator,83600.34,True,True,True
102762,681,0.276,0.3182,0,71800.0,0.7,92717.37,33343.59,1587.73,Credit Card,0,0,0,0,0,Low Indicator,92717.37,True,True,True
102763,646,0.207,0.243,0,76500.0,0.3,58505.31,32094.76,1188.25,Personal Loan,0,0,0,0,0,Low Indicator,58505.31,True,True,True
102764,633,0.441,0.2628,0,53300.0,0.0,80073.77,61244.42,579.93,Credit Card,0,0,0,0,0,Low Indicator,80073.77,True,True,True
102765,501,0.398,0.7092,5,15300.0,0.0,12474.39,23212.25,-14.79,Credit Card,0,0,1,1,2,High Indicator,12474.39,True,False,False
102766,693,0.239,0.1784,0,32200.0,5.1,13882.97,17869.97,340.15,Personal Loan,0,0,0,0,0,Low Indicator,13882.97,True,True,True
102767,683,0.16,0.1119,0,42400.0,1.2,14130.44,9067.68,1208.54,Credit Line,0,0,0,0,0,Low Indicator,14130.44,True,True,True
102768,723,0.126,0.2737,0,38600.0,0.0,54893.94,16866.07,942.66,Credit Card,0,0,0,0,0,Low Indicator,54893.94,True,True,True
102769,654,0.149,0.1421,0,44200.0,9.1,106410.9,15017.09,1876.06,Credit Card,0,0,0,0,0,Low Indicator,106410.9,True,True,True
102770,671,0.144,0.1123,0,42300.0,13.4,17290.78,9542.55,1883.95,Credit Card,0,0,0,0,0,Low Indicator,17290.78,True,True,True
102771,689,0.314,0.3657,0,118600.0,2.4,77947.83,86663.09,1405.27,Credit Line,0,0,0,0,0,Low Indicator,77947.83,True,True,True
102772,670,0.135,0.2608,0,39100.0,3.4,106559.78,11940.99,1774.51,Personal Loan,0,0,0,0,0,Low Indicator,106559.78,True,True,True
102773,699,0.296,0.2241,0,31800.0,0.4,32940.6,12883.35,434.46,Personal Loan,0,0,0,0,0,Low Indicator,32940.6,True,True,True
102774,570,0.332,0.321,0,83800.0,11.2,115262.76,33583.27,2159.94,Personal Loan,0,0,0,1,1,Moderate Indicator,115262.76,True,True,False
102775,665,0.0,0.1128,0,85100.0,6.4,69081.18,4543.11,4381.46,Credit Card,0,0,0,0,0,Low Indicator,69081.18,True,True,True
102776,680,0.108,0.2209,0,86000.0,0.5,39762.32,20833.35,3357.25,Credit Card,0,0,0,0,0,Low Indicator,39762.32,True,True,True
102777,605,0.306,0.2463,0,41500.0,5.3,15538.54,33449.38,166.2,Personal Loan,0,0,0,0,0,Low Indicator,15538.54,True,True,True
102778,701,0.243,0.1938,0,42000.0,0.6,110497.14,20725.89,625.06,Personal Loan,0,0,0,0,0,Low Indicator,110497.14,True,True,True
102779,740,0.185,0.2262,0,106700.0,8.2,120749.71,40085.18,2066.32,Credit Card,0,0,0,0,0,Low Indicator,120749.71,True,True,True
102780,654,0.074,0.0826,0,46700.0,0.8,21327.44,6874.97,1405.55,Credit Card,0,0,0,0,0,Low Indicator,21327.44,True,True,True
102781,674,0.235,0.1749,0,59400.0,3.8,36278.16,29801.18,948.38,Credit Card,0,0,0,0,0,Low Indicator,36278.16,True,True,True
102782,679,0.212,0.0495,0,107600.0,7.4,84327.42,46661.78,3741.18,Credit Line,0,0,0,0,0,Low Indicator,84327.42,True,True,True
102783,603,0.201,0.1842,0,39700.0,1.2,83070.52,17329.12,491.08,Credit Card,0,0,0,0,0,Low Indicator,83070.52,True,True,True
102784,688,0.209,0.233,0,40400.0,0.6,110038.2,21012.95,1239.65,Personal Loan,0,0,0,0,0,Low Indicator,110038.2,True,True,True
102785,627,0.14,0.0766,0,47700.0,8.5,18844.33,11148.13,1436.34,Credit Card,0,0,0,0,0,Low Indicator,18844.33,True,True,True
102786,640,0.338,0.2819,0,34600.0,0.0,16650.87,18327.69,314.32,Credit Card,0,0,0,0,0,Low Indicator,16650.87,True,True,True
102787,677,0.327,0.0723,0,32300.0,2.5,103839.03,16019.59,181.33,Personal Loan,0,0,0,0,0,Low Indicator,103839.03,True,True,True
102788,603,0.26,0.1809,0,31600.0,1.4,82044.12,13000.0,727.45,Credit Card,0,0,0,0,0,Low Indicator,82044.12,True,True,True
102789,678,0.16,0.1901,0,44100.0,15.2,28700.45,15468.3,1275.26,Personal Loan,0,0,0,0,0,Low Indicator,28700.45,True,True,True
102790,618,0.238,0.2197,0,73800.0,6.2,25480.56,22064.95,2101.54,Personal Loan,0,0,0,0,0,Low Indicator,25480.56,True,True,True
102791,709,0.279,0.2523,0,66000.0,4.6,58478.62,26852.15,2420.74,Personal Loan,0,0,0,0,0,Low Indicator,58478.62,True,True,True
102792,747,0.254,0.0936,0,46400.0,1.9,30644.75,16483.2,604.67,Credit Card,0,0,0,0,0,Low Indicator,30644.75,True,True,True
102793,717,0.116,0.1981,0,69200.0,2.7,115083.11,12285.36,1997.2,Personal Loan,0,0,0,0,0,Low Indicator,115083.11,True,True,True
102794,715,0.205,0.3459,1,31800.0,2.5,79419.4,11113.03,780.28,Credit Card,0,0,0,0,0,Low Indicator,79419.4,True,True,True
102795,685,0.177,0.1673,0,55800.0,18.4,58337.15,23934.56,2254.29,Credit Card,0,0,0,0,0,Low Indicator,58337.15,True,True,True
102796,727,0.185,0.1862,0,53800.0,0.9,82941.79,21359.82,1529.52,Credit Card,0,0,0,0,0,Low Indicator,82941.79,True,True,True
102797,604,0.212,0.0983,0,54000.0,0.0,85155.53,20507.27,2006.04,Credit Card,0,0,0,0,0,Low Indicator,85155.53,True,True,True
102798,712,0.148,0.2633,0,64300.0,0.3,24957.65,16544.4,2188.43,Credit Card,0,0,0,0,0,Low Indicator,24957.65,True,True,True
102799,561,0.197,0.1075,0,22000.0,4.4,14849.31,11287.07,418.4,Credit Card,0,0,0,1,1,Moderate Indicator,14849.31,True,True,False
102800,762,0.124,0.2735,0,16900.0,0.0,103330.28,7421.75,725.63,Credit Card,0,0,0,0,0,Low Indicator,103330.28,True,True,True
102801,784,0.125,0.3631,0,64400.0,20.7,63629.03,16170.69,1444.34,Credit Card,0,0,0,0,0,Low Indicator,63629.03,True,True,True
102802,597,0.155,0.1565,0,22600.0,4.3,77250.36,3347.54,579.5,Credit Card,0,0,0,0,0,Low Indicator,77250.36,True,True,True
102803,613,0.152,0.1338,0,52800.0,1.3,62905.09,10266.27,2043.87,Credit Card,0,0,0,0,0,Low Indicator,62905.09,True,True,True
102804,744,0.217,0.2001,0,23400.0,0.0,53147.98,8555.76,783.73,Personal Loan,0,0,0,0,0,Low Indicator,53147.98,True,True,True
102805,690,0.264,0.3087,0,53100.0,2.2,30448.38,21653.71,1910.55,Credit Card,0,0,0,0,0,Low Indicator,30448.38,True,True,True
102806,657,0.268,0.1573,0,40300.0,0.6,84514.63,17311.29,412.87,Credit Card,0,0,0,0,0,Low Indicator,84514.63,True,True,True
102807,638,0.114,0.02,0,81100.0,1.4,20283.19,19065.51,3741.31,Personal Loan,0,0,0,0,0,Low Indicator,20283.19,True,True,True
102808,577,0.309,0.3329,0,45500.0,0.1,14903.34,42343.8,625.71,Credit Line,0,0,0,1,1,Moderate Indicator,14903.34,True,True,False
102809,660,0.202,0.2122,0,36600.0,0.0,19092.63,22991.48,720.04,Personal Loan,0,0,0,0,0,Low Indicator,19092.63,True,True,True
102810,726,0.185,0.187,0,66000.0,2.8,55712.65,28213.89,2313.61,Personal Loan,0,0,0,0,0,Low Indicator,55712.65,True,True,True
102811,546,0.35,0.4191,2,31300.0,4.2,56219.73,26515.38,670.43,Credit Line,0,0,0,1,1,Moderate Indicator,56219.73,True,True,False
102812,610,0.168,0.1344,0,61600.0,6.4,59137.21,17650.93,2137.31,Credit Card,0,0,0,0,0,Low Indicator,59137.21,True,True,True
102813,602,0.034,0.1444,0,41900.0,1.3,34204.16,4471.96,1357.05,Credit Line,0,0,0,0,0,Low Indicator,34204.16,True,True,True
102814,658,0.171,0.2218,0,64700.0,3.0,16105.55,22104.44,859.3,Credit Line,0,0,0,0,0,Low Indicator,16105.55,True,True,True
102815,601,0.296,0.2772,0,33200.0,3.5,14521.54,22232.06,127.38,Credit Card,0,0,0,0,0,Low Indicator,14521.54,True,True,True
102816,600,0.212,0.2157,0,47100.0,6.3,15821.91,10190.26,1782.87,Personal Loan,0,0,0,0,0,Low Indicator,15821.91,True,True,True
102817,672,0.104,0.02,0,64600.0,15.7,81743.12,6015.24,1904.47,Personal Loan,0,0,0,0,0,Low Indicator,81743.12,True,True,True
102818,605,0.268,0.2038,0,62700.0,1.3,21290.59,33540.84,1187.65,Personal Loan,0,0,0,0,0,Low Indicator,21290.59,True,True,True
102819,736,0.233,0.223,0,35800.0,3.1,104875.14,21329.83,465.83,Personal Loan,0,0,0,0,0,Low Indicator,104875.14,True,True,True
102820,651,0.157,0.2069,0,61600.0,1.4,59188.18,20467.94,1809.75,Credit Card,0,0,0,0,0,Low Indicator,59188.18,True,True,True
102821,604,0.235,0.1852,0,65100.0,10.4,22541.99,19720.97,1475.4,Credit Card,0,0,0,0,0,Low Indicator,22541.99,True,True,True
102822,694,0.26,0.3839,0,28700.0,8.0,102747.67,17233.16,671.41,Credit Card,0,0,0,0,0,Low Indicator,102747.67,True,True,True
102823,719,0.26,0.1912,0,25400.0,10.5,105490.83,15402.08,348.03,Personal Loan,0,0,0,0,0,Low Indicator,105490.83,True,True,True
102824,633,0.175,0.2372,0,71000.0,8.9,110635.02,31214.68,1671.63,Personal Loan,0,0,0,0,0,Low Indicator,110635.02,True,True,True
102825,651,0.303,0.2028,0,31800.0,0.2,14043.83,14060.04,961.33,Personal Loan,0,0,0,0,0,Low Indicator,14043.83,True,True,True
102826,618,0.396,0.3055,0,56600.0,1.9,37399.32,36768.63,-58.01,Personal Loan,0,0,0,0,0,Low Indicator,37399.32,True,True,True
102827,598,0.339,0.1323,0,50300.0,2.6,31231.18,37341.38,619.51,Credit Line,0,0,0,0,0,Low Indicator,31231.18,True,True,True
102828,774,0.262,0.3483,0,23500.0,0.0,29440.38,23896.7,721.28,Credit Card,0,0,0,0,0,Low Indicator,29440.38,True,True,True
102829,691,0.297,0.2648,0,109400.0,11.5,22658.51,79813.15,1971.49,Credit Line,0,0,0,0,0,Low Indicator,22658.51,True,True,True
102830,705,0.277,0.1896,0,34000.0,3.8,55999.34,8861.33,929.68,Credit Card,0,0,0,0,0,Low Indicator,55999.34,True,True,True
102831,747,0.208,0.1791,0,37500.0,25.7,55628.27,9990.72,886.96,Credit Card,0,0,0,0,0,Low Indicator,55628.27,True,True,True
102832,627,0.057,0.1069,0,40000.0,0.0,59079.93,3646.21,1506.28,Credit Card,0,0,0,0,0,Low Indicator,59079.93,True,True,True
102833,607,0.224,0.1876,0,62400.0,4.3,34348.08,18274.49,664.61,Credit Card,0,0,0,0,0,Low Indicator,34348.08,True,True,True
102834,616,0.228,0.2156,0,57600.0,4.6,111378.33,20968.24,2228.5,Credit Card,0,0,0,0,0,Low Indicator,111378.33,True,True,True
102835,585,0.246,0.1777,0,61400.0,8.0,115173.73,20566.38,1644.66,Credit Card,0,0,0,0,0,Low Indicator,115173.73,True,True,True
102836,623,0.205,0.2691,0,41800.0,2.8,78499.78,19295.85,1436.98,Credit Card,0,0,0,0,0,Low Indicator,78499.78,True,True,True
102837,643,0.23,0.3956,0,33600.0,14.2,53298.92,17730.79,1347.49,Personal Loan,0,0,0,0,0,Low Indicator,53298.92,True,True,True
102838,587,0.264,0.2101,0,109500.0,4.8,119550.35,33590.1,1858.82,Credit Card,0,0,0,0,0,Low Indicator,119550.35,True,True,True
102839,645,0.038,0.02,0,32500.0,3.4,29051.99,3164.87,1063.95,Personal Loan,0,0,0,0,0,Low Indicator,29051.99,True,True,True
102840,658,0.171,0.2524,1,22100.0,1.7,51864.09,6486.02,416.02,Credit Card,0,0,0,0,0,Low Indicator,51864.09,True,True,True
102841,703,0.336,0.2412,0,39000.0,2.7,84386.92,25228.91,547.85,Credit Card,0,0,0,0,0,Low Indicator,84386.92,True,True,True
102842,683,0.256,0.2862,0,77900.0,6.5,60192.9,26060.6,2446.77,Credit Card,0,0,0,0,0,Low Indicator,60192.9,True,True,True
102843,756,0.107,0.1242,0,21900.0,21.9,105462.99,6617.12,861.67,Credit Card,0,0,0,0,0,Low Indicator,105462.99,True,True,True
102844,663,0.349,0.1983,0,37000.0,5.2,14375.65,28341.7,238.35,Personal Loan,0,0,0,0,0,Low Indicator,14375.65,True,True,True
102845,658,0.082,0.1161,0,81500.0,4.6,44360.89,10504.51,2707.09,Credit Card,0,0,0,0,0,Low Indicator,44360.89,True,True,True
102846,632,0.386,0.1618,0,30700.0,2.2,12577.41,18175.87,736.74,Personal Loan,0,0,0,0,0,Low Indicator,12577.41,True,True,True
102847,649,0.222,0.0729,0,58800.0,15.2,35814.86,14002.17,711.54,Credit Card,0,0,0,0,0,Low Indicator,35814.86,True,True,True
102848,660,0.36,0.2637,0,54300.0,5.7,36260.47,49629.65,156.14,Personal Loan,0,0,0,0,0,Low Indicator,36260.47,True,True,True
102849,752,0.074,0.0552,0,55700.0,11.3,86082.98,7538.52,1578.89,Credit Line,0,0,0,0,0,Low Indicator,86082.98,True,True,True
102850,644,0.262,0.2031,0,71500.0,0.4,25321.13,33610.51,2041.84,Credit Card,0,0,0,0,0,Low Indicator,25321.13,True,True,True
102851,694,0.295,0.2896,0,30700.0,8.7,81990.61,19091.6,678.93,Credit Card,0,0,0,0,0,Low Indicator,81990.61,True,True,True
102852,650,0.145,0.119,0,81700.0,1.8,111432.22,22658.32,2162.04,Credit Card,0,0,0,0,0,Low Indicator,111432.22,True,True,True
102853,630,0.169,0.2911,0,31600.0,18.8,105797.83,14714.19,1100.7,Credit Card,0,0,0,0,0,Low Indicator,105797.83,True,True,True
102854,756,0.258,0.1678,0,43600.0,0.9,18814.34,23025.04,1113.52,Credit Card,0,0,0,0,0,Low Indicator,18814.34,True,True,True
102855,709,0.302,0.1177,0,46200.0,0.7,85453.99,28427.56,526.74,Credit Card,0,0,0,0,0,Low Indicator,85453.99,True,True,True
102856,711,0.0,0.1155,0,65500.0,2.5,80709.63,1518.69,3755.85,Personal Loan,0,0,0,0,0,Low Indicator,80709.63,True,True,True
102857,672,0.396,0.295,0,26700.0,2.1,27335.22,23283.32,425.81,Credit Line,0,0,0,0,0,Low Indicator,27335.22,True,True,True
102858,715,0.342,0.3156,0,61700.0,0.0,40360.88,27057.03,1728.29,Credit Card,0,0,0,0,0,Low Indicator,40360.88,True,True,True
102859,772,0.09,0.2063,0,47700.0,5.9,29964.05,8403.88,2058.68,Credit Card,0,0,0,0,0,Low Indicator,29964.05,True,True,True
102860,637,0.277,0.3732,0,77300.0,9.1,109760.16,44418.21,1674.75,Credit Card,0,0,0,0,0,Low Indicator,109760.16,True,True,True
102861,609,0.159,0.2124,0,31100.0,0.9,54046.4,7264.95,636.66,Credit Card,0,0,0,0,0,Low Indicator,54046.4,True,True,True
102862,716,0.143,0.1497,0,42700.0,32.4,106485.11,12464.14,1784.76,Personal Loan,0,0,0,0,0,Low Indicator,106485.11,True,True,True
102863,567,0.277,0.4679,3,12000.0,0.0,27485.54,16031.06,283.33,Credit Card,0,0,1,1,2,High Indicator,27485.54,True,False,False
102864,750,0.341,0.1475,0,78900.0,17.8,93905.34,43228.92,2340.86,Credit Card,0,0,0,0,0,Low Indicator,93905.34,True,True,True
102865,660,0.204,0.2774,0,18800.0,0.0,28273.31,9039.73,473.26,Credit Card,0,0,0,0,0,Low Indicator,28273.31,True,True,True
